Warning: truncated output (original token count: 32532)
Total output lines: 218

Source_Snapshot_Date,Population_Name,Population_Source,Population_Source_Rank,Population_Membership_Verified,Source_Security_Name,Source_Ticker,Source_Identifier,Verified_Issuer,Verified_Security_Name,Verified_Share_Class,Verified_Instrument_Type,Verified_ISIN,Verified_Primary_Exchange,Verified_Primary_MIC,Verified_Primary_Ticker,Canonical_WS_ID,Listing_Status,CUSIP_Crosscheck,Membership_Evidence_Source,Membership_Evidence_Rank,Membership_Evidence_Date,Listing_Evidence_Source,Listing_Evidence_Rank,Listing_Evidence_Date,Identity_Evidence_Source,Identity_Evidence_Rank,Identity_Evidence_Date,Supporting_Evidence_Source,Supporting_Evidence_Rank,Supporting_Evidence_Date,ISIN_Format_Check,ISIN_Luhn_Check,ISIN_Security_Match,ISIN_Class_Match,Ticker_Match,MIC_Match,Corporate_Action_Status,Collision_Status,Legacy_Overlap_Status,Final_Status,Review_Reason,Exclude_Reason,Evidence_Notes
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Allied Gold Corporation,AAUC,,,,,,,Toronto Stock Exchange,XTSE,AAUC,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Advantage Energy Ltd.,AAV,,,,,,,Toronto Stock Exchange,XTSE,AAV,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,AbraSilver Resource Corp.,ABRA,,,,,,,Toronto Stock Exchange,XTSE,ABRA,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Barrick Mining Corporation,ABX,,,,,,,Toronto Stock Exchange,XTSE,ABX,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Air Canada Voting and Variable Voting Shares,AC,,,,,,,Toronto Stock Exchange,XTSE,AC,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,ATCO Ltd. Class I Non-voting Shares,ACO.X,,,,,,,Toronto Stock Exchange,XTSE,ACO.X,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Agnico Eagle Mines Limited,AEM,,,,,,,Toronto Stock Exchange,XTSE,AEM,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,First Majestic Silver Corp.,AG,,,,,,,Toronto Stock Exchange,XTSE,AG,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Alamos Gold Inc.,AGI,,,,,,,Toronto Stock Exchange,XTSE,AGI,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE,R1,PARTIAL,Altus Group Limited,AIF,,,,,,,Toronto Stock Exchange,XTSE,AIF,,UNKNOWN,,SPDJI:SP_TSX_COMPOSITE_PAGE (manifest),R1,2026-08-31,TMX:LISTED_COMPANY_DIRECTORY (manifest),R1,2026-08-22,,,,,,,NOT_FOUND,NOT_RUN,NOT_VERIFIED,NOT_VERIFIED,PASS,PASS,NONE,NO_COLLISION,LEGACY_MATCH_REVIEW,REVIEW,MISSING_MEMBERSHIP_EVIDENCE;MISSING_ISIN;SHARE_CLASS_UNRESOLVED;INSTRUMENT_TYPE_UNRESOLVED;PRIMARY_LISTING_UNRESOLVED,,"Lineage MIC/ticker only; current membership, ISIN, class, instrument and ACTIVE status unresolved; fail-closed REVIEW."
